Strain,Dimension,Direction,Strain rate,Temperature ,Stress,Young's modulus,Acceptable/Not Acceptable,
0.0098,11,0,0.02,1,3.8493,392.7857143,0,
0.0116,11,0,0.02,1,4.4514,383.7413793,0,
0.0134,11,0,0.02,1,5.0417,376.2462687,0,
0.0152,11,0,0.02,1,5.6777,373.5328947,0,
0.017,11,0,0.02,1,6.2698,368.8117647,0,
0.0188,11,0,0.02,1,6.8748,365.6808511,0,
0.0206,11,0,0.02,1,7.4697,362.6067961,0,
0.1501,11,0,0.02,1,49.5099,329.8461026,0,
0.2742,11,0,0.02,1,84.0795,306.6356674,0,
0.276,11,0,0.02,1,84.5049,306.1771739,0,
0.2778,11,0,0.02,1,84.9652,305.850252,0,
0.2796,11,0,0.02,1,85.421,305.5114449,0,
0.2814,11,0,0.02,1,85.8775,305.1794598,0,
0.2832,11,0,0.02,1,86.3249,304.8195621,0,
0.285,11,0,0.02,1,86.7534,304.3978947,0,
0.2868,11,0,0.02,1,87.2016,304.0502092,0,
0.2886,11,0,0.02,1,87.662,303.7491337,0,
0.2904,11,0,0.02,1,88.0697,303.2703168,0,
0.2922,11,0,0.02,1,88.5289,302.9736482,0,
0.294,11,0,0.02,1,88.9543,302.5656463,0,
0.2958,11,0,0.02,1,89.4043,302.2457742,0,
0.2976,11,0,0.02,1,89.8206,301.8165323,0,
0.2994,11,0,0.02,1,90.2701,301.50334,0,
0.3012,11,0,0.02,1,90.7063,301.1497344,0,
0,11,0,0.02,10,0.1584,0,0,
0.0008,11,0,0.02,10,0.7621,952.625,1,
0.0026,11,0,0.02,10,1.4678,564.5384615,0,
0.0044,11,0,0.02,10,2.1154,480.7727273,0,
0.0062,11,0,0.02,10,2.5548,412.0645161,0,
0.008,11,0,0.02,10,3.3023,412.7875,0,
0.0098,11,0,0.02,10,3.9175,399.744898,0,
0.0116,11,0,0.02,10,4.3971,379.0603448,0,
0.0134,11,0,0.02,10,5.1059,381.0373134,0,
0.0152,11,0,0.02,10,5.6531,371.9144737,0,
0.017,11,0,0.02,10,6.3058,370.9294118,0,
0.0188,11,0,0.02,10,6.9212,368.1489362,0,
0.0206,11,0,0.02,10,7.4383,361.0825243,0,
0.0224,11,0,0.02,10,8.0615,359.8883929,0,
0.0242,11,0,0.02,10,8.6755,358.4917355,0,
0.026,11,0,0.02,10,9.4405,363.0961538,0,
0.0278,11,0,0.02,10,9.8608,354.705036,0,
0.0296,11,0,0.02,10,10.563,356.8581081,0,
0.0314,11,0,0.02,10,11.1003,353.5127389,0,
0.0332,11,0,0.02,10,11.6567,351.1054217,0,
0.035,11,0,0.02,10,12.4537,355.82,0,
0.0368,11,0,0.02,10,13.0203,353.8125,0,
0.0386,11,0,0.02,10,13.5556,351.1813472,0,
0.0404,11,0,0.02,10,14.1439,350.0965347,0,
0.0422,11,0,0.02,10,14.7228,348.8815166,0,
0.044,11,0,0.02,10,15.4676,351.5363636,0,
0.0458,11,0,0.02,10,15.9861,349.0414847,0,
0.2832,11,0,0.02,10,86.3125,304.7757768,0,
0.285,11,0,0.02,10,86.6938,304.1887719,0,
0.2868,11,0,0.02,10,87.0957,303.6809623,0,
0.2886,11,0,0.02,10,87.5408,303.3291753,0,
0.2904,11,0,0.02,10,88.0316,303.1391185,0,
0.2922,11,0,0.02,10,88.4964,302.862423,0,
0.294,11,0,0.02,10,88.8998,302.3802721,0,
0.2958,11,0,0.02,10,89.334,302.0081136,0,
0.2976,11,0,0.02,10,89.8003,301.7483199,0,
0.2994,11,0,0.02,10,90.2394,301.4008016,0,
0.3012,11,0,0.02,10,90.6241,300.876826,0,
0,11,0,0.02,100,0.166,0,0,
0.0008,11,0,0.02,100,1.2496,1562,1,
0.0026,11,0,0.02,100,1.9115,735.1923077,1,
0.0044,11,0,0.02,100,2.051,466.1363636,0,
0.0062,11,0,0.02,100,2.8677,462.5322581,0,
0.008,11,0,0.02,100,3.2634,407.925,0,
0.0098,11,0,0.02,100,3.9787,405.9897959,0,
0.1087,11,0,0.02,100,36.4389,335.224471,0,
0.1105,11,0,0.02,100,36.9493,334.3828054,0,
0.1123,11,0,0.02,100,37.6969,335.6803206,0,
0.1141,11,0,0.02,100,38.1192,334.0858896,0,
0.1159,11,0,0.02,100,38.6946,333.86195,0,
0.1177,11,0,0.02,100,39.3248,334.1104503,0,
0.2832,11,0,0.02,100,85.7746,302.8764124,0,
0.285,11,0,0.02,100,86.189,302.4175439,0,
0.2868,11,0,0.02,100,86.7268,302.3947001,0,
0.2886,11,0,0.02,100,86.9797,301.3849619,0,
0.2904,11,0,0.02,100,87.3061,300.6408402,0,
0.2922,11,0,0.02,100,87.8748,300.7351129,0,
0.294,11,0,0.02,100,88.1854,299.9503401,0,
0.2958,11,0,0.02,100,88.7606,300.0696416,0,
0.2976,11,0,0.02,100,89.18,299.6639785,0,
0.2994,11,0,0.02,100,89.636,299.3854375,0,
0.3012,11,0,0.02,100,90.1531,299.313081,0,
0,11,0,0.02,300,-0.1533,0,0,
0.0008,11,0,0.02,300,1.854,2317.5,1,
0.0026,11,0,0.02,300,2.0603,792.4230769,1,
0.0044,11,0,0.02,300,2.7426,623.3181818,1,
0.0062,11,0,0.02,300,2.9061,468.7258065,0,
0.008,11,0,0.02,300,3.2805,410.0625,0,
0.0098,11,0,0.02,300,3.9573,403.8061224,0,
0.0493,11,0,0.02,300,17.1049,346.9553753,0,
0.0511,11,0,0.02,300,17.0204,333.0802348,0,
0.0529,11,0,0.02,300,18.3921,347.6767486,0,
0.0547,11,0,0.02,300,19.0911,349.0146252,0,
0.0565,11,0,0.02,300,19.8302,350.9769912,0,
0.0583,11,0,0.02,300,19.2432,330.0720412,0,
0.0601,11,0,0.02,300,20.601,342.7787022,0,
0.0619,11,0,0.02,300,20.4034,329.6187399,0,
0.0637,11,0,0.02,300,21.4571,336.8461538,0,
0.0655,11,0,0.02,300,22.4634,342.9526718,0,
0.0673,11,0,0.02,300,22.7385,337.8677563,0,
0.0691,11,0,0.02,300,23.6388,342.0955137,0,
0.0709,11,0,0.02,300,23.9929,338.4047955,0,
0.0727,11,0,0.02,300,24.157,332.2833563,0,
0.0745,11,0,0.02,300,24.8648,333.7557047,0,
0.0763,11,0,0.02,300,25.5995,335.5111402,0,
0.0781,11,0,0.02,300,26.0345,333.3482714,0,
0.2237,11,0,0.02,300,69.3096,309.8328118,0,
0.2255,11,0,0.02,300,69.9116,310.0292683,0,
0.2669,11,0,0.02,300,80.3266,300.9614088,0,
0.2687,11,0,0.02,300,80.9739,301.3542985,0,
0.2705,11,0,0.02,300,81.0549,299.6484288,0,
0.2723,11,0,0.02,300,81.6604,299.8912964,0,
0.2741,11,0,0.02,300,82.3358,300.3859905,0,
0.2759,11,0,0.02,300,82.5919,299.3544763,0,
0.2777,11,0,0.02,300,82.9881,298.8408354,0,
0.2795,11,0,0.02,300,83.5076,298.7749553,0,
0.2813,11,0,0.02,300,83.8974,298.2488446,0,
0.2957,11,0,0.02,300,87.3306,295.335137,0,
0.2975,11,0,0.02,300,87.7711,295.0289076,0,
0.2993,11,0,0.02,300,88.0215,294.0912128,0,
0.3011,11,0,0.02,300,88.6691,294.4838924,0,
0,11,0,0.02,600,-0.2056,0,0,
0.0008,11,0,0.02,600,2.0983,2622.875,1,
0.0026,11,0,0.02,600,2.6867,1033.346154,1,
0.0044,11,0,0.02,600,1.6449,373.8409091,0,
0.0062,11,0,0.02,600,2.8964,467.1612903,0,
0.008,11,0,0.02,600,4.2539,531.7375,0,
0.0098,11,0,0.02,600,3.0422,310.4285714,0,
0.0116,11,0,0.02,600,4.6375,399.7844828,0,
0.0134,11,0,0.02,600,4.7993,358.1567164,0,
0.0152,11,0,0.02,600,5.289,347.9605263,0,
0.017,11,0,0.02,600,6.2947,370.2764706,0,
0.0188,11,0,0.02,600,6.4281,341.9202128,0,
0.0206,11,0,0.02,600,7.6985,373.7135922,0,
0.0224,11,0,0.02,600,7.6542,341.7053571,0,
0.0242,11,0,0.02,600,8.7745,362.5826446,0,
0.026,11,0,0.02,600,9.0835,349.3653846,0,
0.0278,11,0,0.02,600,9.1166,327.9352518,0,
0.0296,11,0,0.02,600,9.8724,333.527027,0,
0.0314,11,0,0.02,600,11.4918,365.9808917,0,
0.0331,11,0,0.02,600,11.7448,354.8277946,0,
0.0349,11,0,0.02,600,11.6575,334.025788,0,
0.0367,11,0,0.02,600,12.7265,346.7711172,0,
0.0385,11,0,0.02,600,13.051,338.987013,0,
0.0403,11,0,0.02,600,13.7604,341.4491315,0,
0.0421,11,0,0.02,600,13.7188,325.8622328,0,
0.0439,11,0,0.02,600,14.2873,325.4510251,0,
0.0457,11,0,0.02,600,15.9167,348.2866521,0,
0.0475,11,0,0.02,600,16.2467,342.0357895,0,
0.0493,11,0,0.02,600,16.4914,334.5111562,0,
0.0511,11,0,0.02,600,17.1284,335.1937378,0,
0.0529,11,0,0.02,600,17.4933,330.6862004,0,
0.0547,11,0,0.02,600,18.316,334.8446069,0,
0.0565,11,0,0.02,600,18.5914,329.0513274,0,
0.0583,11,0,0.02,600,20.0601,344.084048,0,
0.0601,11,0,0.02,600,20.1767,335.718802,0,
0.0619,11,0,0.02,600,20.5727,332.3537964,0,
0.0637,11,0,0.02,600,21.2946,334.2951334,0,
0.0655,11,0,0.02,600,21.7209,331.6167939,0,
0.0673,11,0,0.02,600,22.1117,328.5542348,0,
0.0691,11,0,0.02,600,22.2559,322.0824891,0,
0.0709,11,0,0.02,600,22.8433,322.190409,0,
0.0727,11,0,0.02,600,24.081,331.2379642,0,
0.0745,11,0,0.02,600,24.3416,326.7328859,0,
0.0763,11,0,0.02,600,24.8536,325.7352556,0,
0.0781,11,0,0.02,600,25.5161,326.7106274,0,
0.0799,11,0,0.02,600,25.6703,321.2803504,0,
0.0817,11,0,0.02,600,26.2711,321.5556916,0,
0.0835,11,0,0.02,600,27.1932,325.6670659,0,
0.2863,11,0,0.02,1200,78.6621,274.7541041,0,
0.2881,11,0,0.02,1200,79.5643,276.1690385,0,
0.2899,11,0,0.02,1200,79.1864,273.1507416,0,
0.2917,11,0,0.02,1200,80.3841,275.5711347,0,
0.2935,11,0,0.02,1200,79.6934,271.5277683,0,
0.2953,11,0,0.02,1200,80.35,272.0961734,0,
0.2971,11,0,0.02,1200,81.1503,273.1413665,0,
0.2988,11,0,0.02,1200,81.5224,272.832664,0,
0.3006,11,0,0.02,1200,83.1013,276.4514305,0,
0,11,0,0.04,1,0.3962,0,0,
0.0016,11,0,0.04,1,1.6096,1006,1,
0.0052,11,0,0.04,1,2.8567,549.3653846,0,
0.0088,11,0,0.04,1,4.087,464.4318182,0,
0.0124,11,0,0.04,1,5.2652,424.6129032,0,
0.016,11,0,0.04,1,6.5278,407.9875,0,
0.0196,11,0,0.04,1,7.7295,394.3622449,0,
0.2463,11,0,0.04,1,77.3127,313.8964677,0,
0.2499,11,0,0.04,1,78.2365,313.0712285,0,
0.2535,11,0,0.04,1,79.157,312.2564103,0,
0.257,11,0,0.04,1,80.0918,311.6412451,0,
0.2606,11,0,0.04,1,81.0264,310.9224866,0,
0.2642,11,0,0.04,1,81.9366,310.1309614,0,
0.2678,11,0,0.04,1,82.8865,309.5089619,0,
0.2714,11,0,0.04,1,83.7924,308.7413412,0,
0.275,11,0,0.04,1,84.6853,307.9465455,0,
0.2786,11,0,0.04,1,85.5575,307.0979899,0,
0.2822,11,0,0.04,1,86.4863,306.4716513,0,
0.2858,11,0,0.04,1,87.3961,305.7946116,0,
0.2894,11,0,0.04,1,88.2445,304.9222529,0,
0.293,11,0,0.04,1,89.1275,304.1894198,0,
0.2966,11,0,0.04,1,89.9816,303.3769386,0,
0.3002,11,0,0.04,1,90.8558,302.6508994,0,
0,11,0,0.04,10,0.3871,0,0,
0.0016,11,0,0.04,10,1.634,1021.25,1,
0.0052,11,0,0.04,10,2.9171,560.9807692,0,
0.0088,11,0,0.04,10,4.1152,467.6363636,0,
0.0124,11,0,0.04,10,5.2485,423.266129,0,
0.016,11,0,0.04,10,6.5341,408.38125,0,
0.0196,11,0,0.04,10,7.6965,392.6785714,0,
0.0232,11,0,0.04,10,9.0468,389.9482759,0,
0.0268,11,0,0.04,10,10.1009,376.8992537,0,
0.0304,11,0,0.04,10,11.4131,375.4309211,0,
0.034,11,0,0.04,10,12.5758,369.8764706,0,
0.0376,11,0,0.04,10,13.7522,365.75,0,
0.0412,11,0,0.04,10,14.9346,362.4902913,0,
0.0448,11,0,0.04,10,16.2535,362.8013393,0,
0.0484,11,0,0.04,10,17.4773,361.1012397,0,
0.052,11,0,0.04,10,18.7065,359.7403846,0,
0.0556,11,0,0.04,10,19.8344,356.7338129,0,
0.0592,11,0,0.04,10,21.0369,355.3530405,0,
0.0628,11,0,0.04,10,22.2675,354.5780255,0,
0.0664,11,0,0.04,10,23.4689,353.4472892,0,
0.07,11,0,0.04,10,24.5396,350.5657143,0,
0.2138,11,0,0.04,100,68.1241,318.6347053,0,
0.2174,11,0,0.04,100,69.143,318.0450782,0,
0.221,11,0,0.04,100,70.011,316.7918552,0,
0.2246,11,0,0.04,100,70.8417,315.4127337,0,
0.2282,11,0,0.04,100,72.0553,315.7550394,0,
0.2318,11,0,0.04,100,73.106,315.3839517,0,
0.2354,11,0,0.04,100,73.9798,314.2727273,0,
0.239,11,0,0.04,100,74.986,313.748954,0,
0.2426,11,0,0.04,100,75.8477,312.6450948,0,
0.2462,11,0,0.04,100,76.6746,311.432169,0,
0.2498,11,0,0.04,100,77.4606,310.0904724,0,
0.2534,11,0,0.04,100,78.6103,310.2221784,0,
0.257,11,0,0.04,100,79.4253,309.0478599,0,
0.2606,11,0,0.04,100,80.6472,309.467383,0,
0.2642,11,0,0.04,100,81.2173,307.4084027,0,
0.2678,11,0,0.04,100,82.0171,306.2625093,0,
0.2714,11,0,0.04,100,83.3199,307.0003685,0,
0.275,11,0,0.04,100,84.1778,306.1010909,0,
0.2786,11,0,0.04,100,84.9463,304.9041637,0,
0.2822,11,0,0.04,100,85.7307,303.7941176,0,
0.2858,11,0,0.04,100,86.8057,303.7288314,0,
0.2894,11,0,0.04,100,87.8163,303.4426399,0,
0.293,11,0,0.04,100,88.5739,302.3,0,
0.2966,11,0,0.04,100,89.3459,301.233648,0,
0.3002,11,0,0.04,100,90.1729,300.3760826,0,
0,11,0,0.04,300,0.054,0,0,
0.0016,11,0,0.04,300,2.6866,1679.125,1,
0.0052,11,0,0.04,300,3.0663,589.6730769,0,
0.0088,11,0,0.04,300,4.2169,479.1931818,0,
0.0124,11,0,0.04,300,6.4968,523.9354839,0,
0.016,11,0,0.04,300,6.8293,426.83125,0,
0.0196,11,0,0.04,300,7.7881,397.3520408,0,
0.0232,11,0,0.04,300,9.1138,392.8362069,0,
0.0268,11,0,0.04,300,10.7348,400.5522388,0,
0.0304,11,0,0.04,300,11.7241,385.6611842,0,
0.034,11,0,0.04,300,13.0243,383.0676471,0,
0.0376,11,0,0.04,300,14.1104,375.2765957,0,
0.2749,11,0,0.04,300,82.4523,299.935613,0,
0.2785,11,0,0.04,300,83.4803,299.7497307,0,
0.2821,11,0,0.04,300,84.2529,298.66324,0,
0.2857,11,0,0.04,300,85.4439,299.0686034,0,
0.2893,11,0,0.04,300,86.2251,298.0473557,0,
0.2929,11,0,0.04,300,87.0441,297.1802663,0,
0.2965,11,0,0.04,300,87.7138,295.8306914,0,
0.3001,11,0,0.04,300,88.6186,295.296901,0,
0,11,0,0.04,600,0.0225,0,0,
0.0016,11,0,0.04,600,2.7648,1728,1,
0.0052,11,0,0.04,600,3.9008,750.1538462,1,
0.0088,11,0,0.04,600,3.6478,414.5227273,0,
0.0124,11,0,0.04,600,5.5848,450.3870968,0,
0.016,11,0,0.04,600,7.2676,454.225,0,
0.0196,11,0,0.04,600,7.8681,401.4336735,0,
0.0232,11,0,0.04,600,8.4669,364.9525862,0,
0.0951,11,0,0.04,600,30.9766,325.7266036,0,
0.0986,11,0,0.04,600,32.3956,328.5557809,0,
0.1022,11,0,0.04,600,33.1644,324.5048924,0,
0.1058,11,0,0.04,600,34.6823,327.8100189,0,
0.1094,11,0,0.04,600,35.7174,326.4844607,0,
0.113,11,0,0.04,600,36.8556,326.1557522,0,
0.1166,11,0,0.04,600,37.7854,324.0600343,0,
0.2856,11,0,0.04,600,83.362,291.8837535,0,
0.2891,11,0,0.04,600,84.0912,290.8723625,0,
0.2927,11,0,0.04,600,84.7688,289.6098394,0,
0.2963,11,0,0.04,600,85.2589,287.7451907,0,
0.2999,11,0,0.04,600,86.1869,287.3854618,0,
0.3035,11,0,0.04,600,87.4161,288.0266886,0,
0,11,0,0.04,1200,1.0891,0,0,
0.0016,11,0,0.04,1200,2.0762,1297.625,1,
0.0052,11,0,0.04,1200,3.1232,600.6153846,1,
0.0088,11,0,0.04,1200,5.6559,642.7159091,1,
0.0124,11,0,0.04,1200,6.5065,524.7177419,0,
0.016,11,0,0.04,1200,6.7271,420.44375,0,
0.0196,11,0,0.04,1200,7.4906,382.1734694,0,
0.0231,11,0,0.04,1200,8.6875,376.0822511,0,
0.0267,11,0,0.04,1200,10.0022,374.6142322,0,
0.0303,11,0,0.04,1200,10.5182,347.1353135,0,
0.0339,11,0,0.04,1200,12.0468,355.3628319,0,
0.0375,11,0,0.04,1200,13.8601,369.6026667,0,
0.0411,11,0,0.04,1200,14.5313,353.5596107,0,
0.0447,11,0,0.04,1200,15.6318,349.704698,0,
0.0483,11,0,0.04,1200,16.1901,335.1987578,0,
0.0519,11,0,0.04,1200,17.7312,341.6416185,0,
0.0555,11,0,0.04,1200,17.753,319.8738739,0,
0,22,1,0.05,1,0.6685,0,0,
0.0005,22,1,0.05,1,1.2883,2576.6,1,
0.0016,22,1,0.05,1,1.5883,992.6875,1,
0.0028,22,1,0.05,1,2.028,724.2857143,1,
0.0039,22,1,0.05,1,2.3698,607.6410256,1,
0.0051,22,1,0.05,1,2.7112,531.6078431,0,
0.0062,22,1,0.05,1,3.0667,494.6290323,0,
0.0073,22,1,0.05,1,3.4698,475.3150685,0,
0.0085,22,1,0.05,1,3.8329,450.9294118,0,
0.0096,22,1,0.05,1,4.1988,437.375,0,
0.0108,22,1,0.05,1,4.5858,424.6111111,0,
0.0199,22,1,0.05,1,7.516,377.6884422,0,
0.021,22,1,0.05,1,7.885,375.4761905,0,
0.0221,22,1,0.05,1,8.2911,375.1628959,0,
0.0233,22,1,0.05,1,8.6296,370.3690987,0,
0.0244,22,1,0.05,1,8.9999,368.8483607,0,
0.2955,22,1,0.05,1,81.7171,276.5384095,0,
0.2966,22,1,0.05,1,81.9685,276.3604181,0,
0.2977,22,1,0.05,1,82.213,276.1605643,0,
0.2989,22,1,0.05,1,82.4597,275.8772165,0,
0.3,22,1,0.05,1,82.688,275.6266667,0,
0,22,1,0.05,10,0.4164,0,0,
0.0005,22,1,0.05,10,1.0715,2143,1,
0.0016,22,1,0.05,10,1.1764,735.25,1,
0.0028,22,1,0.05,10,1.8147,648.1071429,1,
0.0039,22,1,0.05,10,2.0384,522.6666667,0,
0.0051,22,1,0.05,10,2.3667,464.0588235,0,
0.0062,22,1,0.05,10,2.6682,430.3548387,0,
0.0073,22,1,0.05,10,3.1255,428.1506849,0,
0.0085,22,1,0.05,10,3.5312,415.4352941,0,
0.0096,22,1,0.05,10,3.8629,402.3854167,0,
0.0108,22,1,0.05,10,4.2336,392,0,
0.0119,22,1,0.05,10,4.5721,384.210084,0,
0.013,22,1,0.05,10,5.0611,389.3153846,0,
0.0142,22,1,0.05,10,5.4252,382.056338,0,
0.0153,22,1,0.05,10,5.8121,379.875817,0,
0.0165,22,1,0.05,10,6.1794,374.5090909,0,
0.0176,22,1,0.05,10,6.4956,369.0681818,0,
0.0187,22,1,0.05,10,6.8826,368.0534759,0,
0.2944,22,1,0.05,10,81.1572,275.669837,0,
0.2955,22,1,0.05,10,81.3948,275.4477157,0,
0.2967,22,1,0.05,10,81.6177,275.0849343,0,
0.2978,22,1,0.05,10,81.8572,274.8730692,0,
0.2989,22,1,0.05,10,82.1014,274.6784878,0,
0.3001,22,1,0.05,10,82.3302,274.3425525,0,
0,22,1,0.05,100,-0.3723,0,0,
0.0005,22,1,0.05,100,0.2229,445.8,0,
0.0016,22,1,0.05,100,-0.0742,-46.375,0,
0.0028,22,1,0.05,100,1.0134,361.9285714,0,
0.0039,22,1,0.05,100,0.9586,245.7948718,0,
0.0051,22,1,0.05,100,1.2865,252.254902,0,
0.0062,22,1,0.05,100,1.6554,267,0,
0.0073,22,1,0.05,100,2.0646,282.8219178,0,
0.0085,22,1,0.05,100,2.4681,290.3647059,0,
0.0096,22,1,0.05,100,2.9011,302.1979167,0,
0.0108,22,1,0.05,100,3.2596,301.8148148,0,
0.0119,22,1,0.05,100,3.3731,283.4537815,0,
0.013,22,1,0.05,100,4.0169,308.9923077,0,
0.0142,22,1,0.05,100,4.2523,299.4577465,0,
0.0153,22,1,0.05,100,4.4147,288.5424837,0,
0.0165,22,1,0.05,100,5.0276,304.7030303,0,
0.2911,22,1,0.05,100,79.0922,271.7011336,0,
0.2922,22,1,0.05,100,79.3564,271.5824778,0,
0.2934,22,1,0.05,100,79.5642,271.1799591,0,
0.2945,22,1,0.05,100,79.841,271.106961,0,
0.2956,22,1,0.05,100,79.9942,270.6163735,0,
0.2968,22,1,0.05,100,80.2754,270.4696765,0,
0.2979,22,1,0.05,100,80.6009,270.563612,0,
0.2991,22,1,0.05,100,80.7889,270.1066533,0,
0.3002,22,1,0.05,100,81.0739,270.0662891,0,
0,22,1,0.05,300,-0.9984,0,0,
0.0005,22,1,0.05,300,-1.0395,-2079,0,
0.0016,22,1,0.05,300,-0.5718,-357.375,0,
0.0028,22,1,0.05,300,0.2156,77,0,
0.0039,22,1,0.05,300,-0.0775,-19.87179487,0,
0.0051,22,1,0.05,300,0.5706,111.8823529,0,
0.0062,22,1,0.05,300,0.7361,118.7258065,0,
0.0073,22,1,0.05,300,1.3316,182.4109589,0,
0.0085,22,1,0.05,300,1.6435,193.3529412,0,
0.0096,22,1,0.05,300,2.2537,234.7604167,0,
0.0108,22,1,0.05,300,2.4675,228.4722222,0,
0.0119,22,1,0.05,300,2.5078,210.7394958,0,
0.013,22,1,0.05,300,3.0835,237.1923077,0,
0.0142,22,1,0.05,300,3.5014,246.5774648,0,
0.0153,22,1,0.05,300,3.9913,260.869281,0,
0.0165,22,1,0.05,300,3.7004,224.2666667,0,
0.0176,22,1,0.05,300,4.674,265.5681818,0,
0.0187,22,1,0.05,300,4.1645,222.7005348,0,
0.0677,22,1,0.05,300,19.8645,293.4194978,0,
0.0689,22,1,0.05,300,20.2536,293.9564586,0,
0.07,22,1,0.05,300,20.1733,288.19,0,
0.0712,22,1,0.05,300,20.6612,290.1853933,0,
0.0723,22,1,0.05,300,21.1336,292.3042877,0,
0.0734,22,1,0.05,300,21.3083,290.3038147,0,
0.299,22,1,0.05,300,77.066,257.7458194,0,
0.3002,22,1,0.05,300,77.4698,258.0606262,0,
0,22,1,0.05,600,-1.2317,0,0,
0.0005,22,1,0.05,600,-1.3262,-2652.4,0,
0.0016,22,1,0.05,600,-1.2901,-806.3125,0,
0.0028,22,1,0.05,600,-0.5474,-195.5,0,
0.0039,22,1,0.05,600,-0.61,-156.4102564,0,
0.0051,22,1,0.05,600,0.0807,15.82352941,0,
0.0062,22,1,0.05,600,-0.1423,-22.9516129,0,
0.0073,22,1,0.05,600,0.654,89.5890411,0,
0.0085,22,1,0.05,600,0.7361,86.6,0,
0.0096,22,1,0.05,600,1.2035,125.3645833,0,
0.0108,22,1,0.05,600,1.6713,154.75,0,
0.0119,22,1,0.05,600,2.6083,219.1848739,0,
0.013,22,1,0.05,600,2.2137,170.2846154,0,
0.0142,22,1,0.05,600,3.0322,213.5352113,0,
0.0153,22,1,0.05,600,3.3115,216.4379085,0,
0.0164,22,1,0.05,600,3.9934,243.5,0,
0.0176,22,1,0.05,600,3.8676,219.75,0,
0.0187,22,1,0.05,600,4.67,249.7326203,0,
0.0199,22,1,0.05,600,4.3024,216.201005,0,
0.021,22,1,0.05,600,5.265,250.7142857,0,
0.2977,22,1,0.05,600,76.2387,256.0923749,0,
0.2989,22,1,0.05,600,76.6117,256.3121445,0,
0.3,22,1,0.05,600,76.6576,255.5253333,0,
0,22,1,0.05,1200,-2.958,0,0,
0.0005,22,1,0.05,1200,-2.0331,-4066.2,0,
0.0016,22,1,0.05,1200,-2.0624,-1289,0,
0.0028,22,1,0.05,1200,-0.8818,-314.9285714,0,
0.0039,22,1,0.05,1200,-1.3286,-340.6666667,0,
0.0051,22,1,0.05,1200,-0.81,-158.8235294,0,
0.0062,22,1,0.05,1200,-0.909,-146.6129032,0,
0.2872,22,1,0.02,1,79.7997,277.8541086,0,
0.2877,22,1,0.02,1,79.9062,277.7413973,0,
0.2881,22,1,0.02,1,80.0091,277.7129469,0,
0.2886,22,1,0.02,1,80.1153,277.5997921,0,
0.289,22,1,0.02,1,80.1941,277.4882353,0,
0.2895,22,1,0.02,1,80.3022,277.3823834,0,
0.2899,22,1,0.02,1,80.3912,277.3066575,0,
0.2904,22,1,0.02,1,80.4783,277.1291322,0,
0.2908,22,1,0.02,1,80.5716,277.0687758,0,
0.2913,22,1,0.02,1,80.6855,276.9842087,0,
0.2918,22,1,0.02,1,80.7944,276.8827964,0,
0.2922,22,1,0.02,1,80.8842,276.8110883,0,
0.2995,22,1,0.02,1,82.4262,275.2126878,0,
0.3,22,1,0.02,1,82.519,275.0633333,0,
0,22,1,0.02,10,0.3316,0,0,
0.0002,22,1,0.02,10,0.7624,3812,1,
0.0007,22,1,0.02,10,0.6268,895.4285714,1,
0.0011,22,1,0.02,10,1.0404,945.8181818,1,
0.0016,22,1,0.02,10,0.9915,619.6875,1,
0.002,22,1,0.02,10,1.2294,614.7,1,
0.0025,22,1,0.02,10,1.262,504.8,0,
0.0029,22,1,0.02,10,1.4248,491.3103448,0,
0.0034,22,1,0.02,10,1.626,478.2352941,0,
0.0038,22,1,0.02,10,1.8506,487,0,
0.0043,22,1,0.02,10,1.9554,454.744186,0,
0.0048,22,1,0.02,10,1.9872,414,0,
0.0052,22,1,0.02,10,2.3159,445.3653846,0,
0.0057,22,1,0.02,10,2.451,430,0,
0.0061,22,1,0.02,10,2.5532,418.557377,0,
0.0066,22,1,0.02,10,2.7083,410.3484848,0,
0.2936,22,1,0.02,10,80.8446,275.356267,0,
0.2941,22,1,0.02,10,80.9433,275.2237334,0,
0.2945,22,1,0.02,10,81.0395,275.1765705,0,
0.295,22,1,0.02,10,81.136,275.0372881,0,
0.2954,22,1,0.02,10,81.2254,274.9675017,0,
0.2959,22,1,0.02,10,81.3615,274.9628253,0,
0.2964,22,1,0.02,10,81.4385,274.7587719,0,
0.2968,22,1,0.02,10,81.5202,274.6637466,0,
0.2973,22,1,0.02,10,81.6275,274.5627312,0,
0.2977,22,1,0.02,10,81.7055,274.455828,0,
0.2982,22,1,0.02,10,81.8586,274.5090543,0,
0.2986,22,1,0.02,10,81.9232,274.3576691,0,
0.2991,22,1,0.02,10,82.0175,274.2143096,0,
0.2995,22,1,0.02,10,82.0943,274.1045075,0,
0.3,22,1,0.02,10,82.1941,273.9803333,0,
0.0002,22,1,0.02,100,-0.4565,-2282.5,0,
0.0007,22,1,0.02,100,-0.0822,-117.4285714,0,
0.0011,22,1,0.02,100,-0.6134,-557.6363636,0,
0.0016,22,1,0.02,100,0.134,83.75,0,
0.0317,22,1,0.02,100,9.5958,302.7066246,0,
0.0321,22,1,0.02,100,9.6476,300.5482866,0,
0.0326,22,1,0.02,100,9.7764,299.8895706,0,
0.033,22,1,0.02,100,9.9222,300.6727273,0,
0.0335,22,1,0.02,100,9.998,298.4477612,0,
0.0339,22,1,0.02,100,10.314,304.2477876,0,
