Strain,Dimension,Direction,Strain rate,Temperature ,Stress,Young's modulus,Acceptable/Not Acceptable,
0,11,1,0.05,1,0,0,0,
0.0007,11,1,0.05,1,0.928,1325.714286,1,
0.0019,11,1,0.05,1,1.8656,981.8947368,1,
0.0031,11,1,0.05,1,2.6756,863.0967742,1,
0.0043,11,1,0.05,1,3.6312,844.4651163,1,
0.0055,11,1,0.05,1,4.3822,796.7636364,1,
0.0066,11,1,0.05,1,5.3057,803.8939394,1,
0.0078,11,1,0.05,1,6.1084,783.1282051,1,
0.2937,11,1,0.05,1,132.4056,450.8192033,0,
0.2949,11,1,0.05,1,132.7112,450.0210241,0,
0.2961,11,1,0.05,1,133.2792,450.1155015,0,
0.2972,11,1,0.05,1,133.5383,449.3213324,0,
0.2984,11,1,0.05,1,133.9908,449.0308311,0,
0.2996,11,1,0.05,1,134.2646,448.1461949,0,
0.3008,11,1,0.05,1,134.6938,447.7852394,0,
0,11,1,0.05,10,0,0,0,
0.0267,11,1,0.05,10,19.8369,742.9550562,1,
0.0279,11,1,0.05,10,20.3492,729.3620072,1,
0.2878,11,1,0.05,10,129.7898,450.9722029,0,
0.2889,11,1,0.05,10,130.0621,450.1976462,0,
0.2901,11,1,0.05,10,130.5158,449.8993451,0,
0.2913,11,1,0.05,10,130.8512,449.197391,0,
0.2925,11,1,0.05,10,131.3934,449.2082051,0,
0.2937,11,1,0.05,10,131.7073,448.4416071,0,
0.2948,11,1,0.05,10,132.1884,448.4002714,0,
0.296,11,1,0.05,10,132.3734,447.2074324,0,
0.2972,11,1,0.05,10,132.8072,446.8613728,0,
0.2984,11,1,0.05,10,133.3766,446.9725201,0,
0.2996,11,1,0.05,10,133.7405,446.3968625,0,
0.3007,11,1,0.05,10,134.1354,446.0771533,0,
0,11,1,0.05,100,0,0,0,
0.0007,11,1,0.05,100,1.78,2542.857143,1,
0.0019,11,1,0.05,100,3.4842,1833.789474,1,
0.0031,11,1,0.05,100,4.1916,1352.129032,1,
0.1187,11,1,0.05,100,74.484,627.4978939,1,
0.1199,11,1,0.05,100,75.3678,628.588824,1,
0.245,11,1,0.05,100,116.654,476.1387755,0,
0.2462,11,1,0.05,100,116.0036,471.1762794,0,
0.2473,11,1,0.05,100,116.7354,472.039628,0,
0.2485,11,1,0.05,100,117.5225,472.9275654,0,
0.2497,11,1,0.05,100,117.7835,471.70004,0,
0.2509,11,1,0.05,100,117.6631,468.9641291,0,
0.2969,11,1,0.05,100,132.8564,447.4786123,0,
0.2981,11,1,0.05,100,132.9115,445.8621268,0,
0.2992,11,1,0.05,100,132.775,443.7667112,0,
0.3003,11,1,0.05,100,133.7737,445.4668665,0,
0,11,1,0.05,300,0,0,0,
0.0007,11,1,0.05,300,2.8732,4104.571429,1,
0.0019,11,1,0.05,300,5.8063,3055.947368,1,
0.0031,11,1,0.05,300,5.8354,1882.387097,1,
0.2892,11,1,0.05,300,131.4013,454.3613416,0,
0.2904,11,1,0.05,300,131.8792,454.1294766,0,
0.2916,11,1,0.05,300,131.9923,452.6484911,0,
0.2927,11,1,0.05,300,133.6938,456.7605056,0,
0.2939,11,1,0.05,300,132.2918,450.1252127,0,
0.2951,11,1,0.05,300,133.7482,453.2300915,0,
0.2963,11,1,0.05,300,133.8879,451.8660142,0,
0.2974,11,1,0.05,300,134.0458,450.7256221,0,
0.2986,11,1,0.05,300,134.6489,450.9340255,0,
0.2998,11,1,0.05,300,134.1062,447.3188793,0,
0.3,11,1,0.05,300,134.3606,447.8686667,0,
0,11,1,0.05,600,0,0,0,
0.0004,11,1,0.05,600,4.1301,10325.25,1,
0.0016,11,1,0.05,600,7.4198,4637.375,1,
0.0204,11,1,0.05,600,18.9562,929.2254902,1,
0.0216,11,1,0.05,600,20.2327,936.6990741,1,
0.2904,11,1,0.05,600,130.3725,448.9411157,0,
0.2916,11,1,0.05,600,132.3726,453.9526749,0,
0.2927,11,1,0.05,600,129.4481,442.2552101,0,
0.2939,11,1,0.05,600,132.1333,449.5859136,0,
0.2951,11,1,0.05,600,131.136,444.3781769,0,
0.2963,11,1,0.05,600,126.6055,427.2882214,0,
0.2974,11,1,0.05,600,124.1742,417.532616,0,
0.2986,11,1,0.05,600,128.3379,429.7987274,0,
0.2998,11,1,0.05,600,128.3143,427.9996664,0,
0.301,11,1,0.05,600,128.1576,425.7727575,0,
0,11,1,0.05,1200,8.6741,0,0,
0.0004,11,1,0.05,1200,11.8981,29745.25,1,
0.0997,11,1,0.05,1200,66.3571,665.5677031,1,
0.1008,11,1,0.05,1200,69.3641,688.1359127,1,
0.102,11,1,0.05,1200,67.6222,662.9627451,1,
0.1032,11,1,0.05,1200,69.3587,672.0804264,1,
0.1044,11,1,0.05,1200,68.8591,659.5699234,1,
0.1055,11,1,0.05,1200,68.2538,646.9554502,1,
0.1067,11,1,0.05,1200,69.4983,651.3430178,1,
0.1079,11,1,0.05,1200,69.8056,646.9471733,1,
0.109,11,1,0.05,1200,69.385,636.559633,1,
0.1102,11,1,0.05,1200,69.7074,632.553539,1,
0.1114,11,1,0.05,1200,70.3219,631.2558348,1,
0.1125,11,1,0.05,1200,71.5381,635.8942222,1,
0.1137,11,1,0.05,1200,72.9016,641.175022,1,
0.1149,11,1,0.05,1200,73.1899,636.9878155,1,
0.116,11,1,0.05,1200,74.2878,640.412069,1,
0.1172,11,1,0.05,1200,74.0389,631.7312287,1,
0.1184,11,1,0.05,1200,73.7752,623.1013514,1,
0.1195,11,1,0.05,1200,75.9331,635.423431,1,
0.1207,11,1,0.05,1200,75.3014,623.8724109,1,
0.1219,11,1,0.05,1200,76.2514,625.5242002,1,
0.123,11,1,0.05,1200,76.8498,624.795122,1,
0.1242,11,1,0.05,1200,77.0061,620.0169082,1,
0.1254,11,1,0.05,1200,76.1877,607.5574163,1,
0.1265,11,1,0.05,1200,77.5844,613.315415,1,
0.1277,11,1,0.05,1200,78.8196,617.2247455,1,
0.1289,11,1,0.05,1200,76.9057,596.6307215,0,
0.1557,11,1,0.05,1200,84.5451,543,0,
0.1569,11,1,0.05,1200,84.5948,539.1637986,0,
0.1581,11,1,0.05,1200,85.6164,541.5332068,0,
0.1592,11,1,0.05,1200,86.7552,544.9447236,0,
0.2982,11,1,0.05,1200,17.9516,60.19986586,0,
0.2993,11,1,0.05,1200,18.2205,60.87704644,0,
0.3005,11,1,0.05,1200,16.5954,55.22595674,0,
0,11,1,0.02,1,0,0,0,
0.0005,11,1,0.02,1,0.6027,1205.4,1,
0.0015,11,1,0.02,1,1.0201,680.0666667,1,
0.0026,11,1,0.02,1,1.3361,513.8846154,0,
0.0037,11,1,0.02,1,1.7658,477.2432432,0,
0.2971,11,1,0.02,10,80.8329,272.0730394,0,
0.2981,11,1,0.02,10,81.0206,271.7900034,0,
0.2992,11,1,0.02,10,81.2343,271.5050134,0,
0.3002,11,1,0.02,10,81.626,271.9053964,0,
0,11,1,0.02,100,1.345,0,0,
0.0012,11,1,0.02,100,2.8743,2395.25,1,
0.0038,11,1,0.02,100,3.7691,991.8684211,1,
0.0065,11,1,0.02,100,5.588,859.6923077,1,
0.0091,11,1,0.02,100,5.5519,610.0989011,1,
0.0118,11,1,0.02,100,7.0053,593.6694915,0,
0.0145,11,1,0.02,100,6.8168,470.1241379,0,
0.0171,11,1,0.02,100,8.3744,489.7309942,0,
0.0198,11,1,0.02,100,9.1343,461.3282828,0,
0.0224,11,1,0.02,100,9.5156,424.8035714,0,
0.0251,11,1,0.02,100,11.1339,443.5816733,0,
0.0277,11,1,0.02,100,11.0744,399.7978339,0,
0.0304,11,1,0.02,100,12.6814,417.1513158,0,
0.033,11,1,0.02,100,12.8929,390.6939394,0,
0.0357,11,1,0.02,100,14.4331,404.2885154,0,
0.3049,11,1,0.02,600,82.7516,271.4057068,0,
0,11,1,0.02,600,83.3335,0,0,
0.0005,11,1,0.02,1200,8.5572,17114.4,1,
0.0015,11,1,0.02,1200,11.3864,7590.933333,1,
0.0026,11,1,0.02,1200,11.283,4339.615385,1,
0.0036,11,1,0.02,1200,10.6585,2960.694444,1,
0.0047,11,1,0.02,1200,11.2351,2390.446809,1,
0.0057,11,1,0.02,1200,10.9538,1921.719298,1,
0.0068,11,1,0.02,1200,12.9392,1902.823529,1,
0.0078,11,1,0.02,1200,12.3354,1581.461538,1,
0.0089,11,1,0.02,1200,12.9125,1450.842697,1,
0.0099,11,1,0.02,1200,13.9649,1410.59596,1,
0.2001,11,1,0.02,1200,61.2829,306.2613693,0,
0.2012,11,1,0.02,1200,60.2456,299.4314115,0,
0.2022,11,1,0.02,1200,60.5523,299.4673591,0,
0.2033,11,1,0.02,1200,61.3656,301.847516,0,
0.2043,11,1,0.02,1200,60.8215,297.7068037,0,
0.2054,11,1,0.02,1200,61.6047,299.9255112,0,
0.2064,11,1,0.02,1200,61.7526,299.1889535,0,
0.2965,11,1,0.04,10,81.1418,273.66543,0,
0.2986,11,1,0.04,10,81.6003,273.2762894,0,
0.3007,11,1,0.04,10,82.0835,272.9747256,0,
0.0009,11,1,0.04,100,1.2826,0,0,
0.0031,11,1,0.04,100,2.6372,850.7096774,1,
0.0052,11,1,0.04,100,3.3696,648,1,
0.0073,11,1,0.04,100,5.0235,688.1506849,1,
0.0094,11,1,0.04,100,4.9872,530.5531915,0,
0.0116,11,1,0.04,100,5.8469,504.0431034,0,
0.0137,11,1,0.04,100,6.2347,455.0875912,0,
0.0158,11,1,0.04,100,6.827,432.0886076,0,
0.0179,11,1,0.04,100,8.0494,449.6871508,0,
0.0201,11,1,0.04,100,8.2076,408.3383085,0,
0.0222,11,1,0.04,100,9.2217,415.3918919,0,
0.0243,11,1,0.04,100,8.8163,362.8106996,0,
0.1029,11,1,0.04,100,33.25,323.1292517,0,
0.105,11,1,0.04,100,34.2029,325.7419048,0,
0.1071,11,1,0.04,100,34.8512,325.4080299,0,
0.1093,11,1,0.04,100,34.9679,319.925892,0,
0.1114,11,1,0.04,100,35.3524,317.3464991,0,
0.1369,11,1,0.04,100,42.5277,310.6479182,0,
0.139,11,1,0.04,100,43.1994,310.7870504,0,
0.1411,11,1,0.04,100,44.0825,312.4202693,0,
0.1432,11,1,0.04,100,44.4121,310.1403631,0,
0.1454,11,1,0.04,100,45.1798,310.7276479,0,
0.2961,11,1,0.04,100,80.4805,271.8017562,0,
0.2983,11,1,0.04,100,81.0115,271.5772712,0,
0.3004,11,1,0.04,100,81.5416,271.4434088,0,
0.0009,11,1,0.04,300,1.9441,1,1,
0.0031,11,1,0.04,300,5.3014,1710.129032,1,
0.0052,11,1,0.04,300,4.477,860.9615385,1,
0.0073,11,1,0.04,300,6.8263,935.109589,1,
0.0094,11,1,0.04,300,6.9719,741.6914894,1,
0.0115,11,1,0.04,300,8.0844,702.9913043,1,
0.0137,11,1,0.04,300,8.0002,583.9562044,0,
0.0158,11,1,0.04,300,8.6539,547.7151899,0,
0.0179,11,1,0.04,300,9.6756,540.5363128,0,
0.02,11,1,0.04,300,10.0718,503.59,0,
0.0221,11,1,0.04,300,11.1898,506.3257919,0,
0.0243,11,1,0.04,300,12.5767,517.5596708,0,
0.0264,11,1,0.04,300,12.1319,459.5416667,0,
0.0285,11,1,0.04,300,13.2401,464.5649123,0,
0.0306,11,1,0.04,300,13.5279,442.0882353,0,
0.0327,11,1,0.04,300,13.3009,406.7553517,0,
0.0349,11,1,0.04,300,15.1305,433.5386819,0,
0.037,11,1,0.04,300,15.3505,414.8783784,0,
0.0391,11,1,0.04,300,16.283,416.4450128,0,
0.0412,11,1,0.04,300,17.338,420.8252427,0,
0.0433,11,1,0.04,300,17.529,404.8267898,0,
0.0454,11,1,0.04,300,18.6398,410.5682819,0,
0.2892,11,1,0.04,300,79.1611,273.7244122,0,
0.2913,11,1,0.04,300,79.5646,273.1362856,0,
0.2934,11,1,0.04,300,80.3726,273.935242,0,
0.2955,11,1,0.04,300,80.6086,272.7871404,0,
0.2976,11,1,0.04,300,80.4833,270.4411962,0,
0.2998,11,1,0.04,300,81.9422,273.3228819,0,
0.3019,11,1,0.04,300,81.1854,268.9148725,0,
0,11,1,0.04,600,5.0574,0,0,
0.0009,11,1,0.04,600,7.8558,8728.666667,1,
0.0031,11,1,0.04,600,7.3284,2364,1,
0.0052,11,1,0.04,600,9.0654,1743.346154,1,
0.0073,11,1,0.04,600,9.998,1369.589041,1,
0.0094,11,1,0.04,600,10.6187,1129.648936,1,
0.0115,11,1,0.04,600,11.3551,987.4,1,
0.0136,11,1,0.04,600,12.253,900.9558824,1,
0.0157,11,1,0.04,600,11.1982,713.2611465,1,
0.0178,11,1,0.04,600,12.5616,705.7078652,1,
0.02,11,1,0.04,600,13.1038,655.19,1,
0.0221,11,1,0.04,600,14.0225,634.5022624,1,
0.0242,11,1,0.04,600,14.1342,584.0578512,0,
0.0263,11,1,0.04,600,14.2202,540.6920152,0,
0.0284,11,1,0.04,600,15.0116,528.5774648,0,
0.0305,11,1,0.04,600,16.9609,556.095082,0,
0.0326,11,1,0.04,600,18.4385,565.5981595,0,
0.0347,11,1,0.04,600,17.1752,494.962536,0,
0.0369,11,1,0.04,600,19.2423,521.4715447,0,
0.2799,11,1,0.04,600,77.7849,277.9024652,0,
0.282,11,1,0.04,600,78.0775,276.8705674,0,
0.2841,11,1,0.04,600,77.6091,273.1752904,0,
0.2862,11,1,0.04,600,79.1031,276.3909853,0,
0.2883,11,1,0.04,600,78.7509,273.1560874,0,
0.2904,11,1,0.04,600,79.0493,272.2083333,0,
0.2925,11,1,0.04,600,79.8411,272.9610256,0,
0.2947,11,1,0.04,600,79.9671,271.3508653,0,
0.2968,11,1,0.04,600,80.3734,270.7998652,0,
0.2989,11,1,0.04,600,81.4356,272.450987,0,
0.301,11,1,0.04,600,80.779,268.3687708,0,
0,11,1,0.04,1200,8.6501,0,0,
0.0009,11,1,0.04,1200,11.6985,12998.33333,1,
0.003,11,1,0.04,1200,12.596,4198.666667,1,
0.0051,11,1,0.04,1200,12.5836,2467.372549,1,
0.0072,11,1,0.04,1200,11.5122,1598.916667,1,
0.0093,11,1,0.04,1200,14.5425,1563.709677,1,
0.0114,11,1,0.04,1200,15.9161,1396.149123,1,
0.0304,11,1,0.04,1200,20.7967,684.1019737,1,
0.0325,11,1,0.04,1200,21.4927,661.3138462,1,
0.0346,11,1,0.04,1200,21.4383,619.6040462,1,
0.0367,11,1,0.04,1200,23.0176,627.1825613,1,
0.0388,11,1,0.04,1200,21.7012,559.3092784,0,
0.0724,11,1,0.04,1200,31.9484,441.2762431,0,
0.0745,11,1,0.04,1200,30.8588,414.2120805,0,
0.0766,11,1,0.04,1200,31.8657,416.0013055,0,
0.0787,11,1,0.04,1200,32.8581,417.5108005,0,
0.0808,11,1,0.04,1200,34.3078,424.6014851,0,
0.0829,11,1,0.04,1200,33.9603,409.6537998,0,
0.085,11,1,0.04,1200,34.3146,403.7011765,0,
0.2741,11,1,0.04,1200,77.0209,280.995622,0,
0.2762,11,1,0.04,1200,76.0964,275.5119479,0,
0.2784,11,1,0.04,1200,76.9016,276.2270115,0,
0.2805,11,1,0.04,1200,76.5083,272.7568627,0,
0.2826,11,1,0.04,1200,76.4169,270.4065817,0,
0.2847,11,1,0.04,1200,75.6973,265.8844398,0,
0.2868,11,1,0.04,1200,77.2393,269.3141562,0,
0,11,0,0.05,1,0.5109,0,0,
0.002,11,0,0.05,1,2.0347,1017.35,1,
0.0065,11,0,0.05,1,3.5773,550.3538462,0,
0.011,11,0,0.05,1,5.1084,464.4,0,
0.0155,11,0,0.05,1,6.5893,425.116129,0,
0.02,11,0,0.05,1,8.1492,407.46,0,
0.0245,11,0,0.05,1,9.6822,395.1918367,0,
0.0271,11,0,0.05,1,11.2108,413.6826568,0,
0.0156,11,0,0.05,1,12.6944,813.7435897,1,
0.0177,11,0,0.05,1,14.2215,803.4745763,1,
0.0198,11,0,0.05,1,15.7188,793.8787879,1,
0.022,11,0,0.05,1,17.2097,782.2590909,1,
0.0241,11,0,0.05,1,18.7461,777.846473,1,
0.0262,11,0,0.05,1,20.2365,772.3854962,1,
0.0283,11,0,0.05,1,21.7249,767.664311,1,
0.0304,11,0,0.05,1,23.1846,762.6513158,1,
0.0325,11,0,0.05,1,24.6692,759.0523077,1,
0.0346,11,0,0.05,1,26.1507,755.800578,1,
0.0367,11,0,0.05,1,27.6569,753.5940054,1,
0.0388,11,0,0.05,1,29.1267,750.6881443,1,
0.0409,11,0,0.05,1,30.583,747.7506112,1,
0.043,11,0,0.05,1,31.9715,743.5232558,1,
0.0451,11,0,0.05,1,33.4765,742.2727273,1,
0.0472,11,0,0.05,1,34.9413,740.2817797,1,
0.2931,11,0,0.05,1,144.9919,494.6840669,0,
0.2952,11,0,0.05,1,145.4389,492.6792005,0,
0.2973,11,0,0.05,1,145.612,489.7813656,0,
0.2994,11,0,0.05,1,146.1429,488.1192385,0,
0.3015,11,0,0.05,1,145.8476,483.7399668,0,
0,11,0,0.05,10,0.5014,0,0,
0.002,11,0,0.05,10,2.0735,1036.75,1,
0.0065,11,0,0.05,10,3.6218,557.2,0,
0.011,11,0,0.05,10,5.1298,466.3454545,0,
0.0155,11,0,0.05,10,6.5522,422.7225806,0,
0.02,11,0,0.05,10,8.1519,407.595,0,
0.0245,11,0,0.05,10,9.7112,396.3755102,0,
0.029,11,0,0.05,10,11.2742,388.7655172,0,
0.0335,11,0,0.05,10,12.7449,380.4447761,0,
0.038,11,0,0.05,10,14.1849,373.2868421,0,
0.0425,11,0,0.05,10,15.7201,369.8847059,0,
0.047,11,0,0.05,10,17.2092,366.1531915,0,
0.0515,11,0,0.05,10,18.7131,363.361165,0,
0.056,11,0,0.05,10,20.3704,363.7571429,0,
0.0605,11,0,0.05,10,21.9236,362.3735537,0,
0.065,11,0,0.05,10,23.1664,356.4061538,0,
0.0695,11,0,0.05,10,24.5314,352.9697842,0,
0.074,11,0,0.05,10,26.1571,353.4743243,0,
0.0785,11,0,0.05,10,27.6844,352.6675159,0,
0.083,11,0,0.05,10,29.2039,351.8542169,0,
0.0874,11,0,0.05,10,30.5507,349.5503432,0,
0.0919,11,0,0.05,10,32.0125,348.3405876,0,
0.0964,11,0,0.05,10,33.4862,347.3672199,0,
0.2404,11,0,0.05,10,75.8574,315.546589,0,
0.2449,11,0,0.05,10,77.0663,314.6847693,0,
0.2494,11,0,0.05,10,78.3015,313.9595028,0,
0.2538,11,0,0.05,10,79.4315,312.9688731,0,
0.2583,11,0,0.05,10,80.6917,312.3952768,0,
0.2628,11,0,0.05,10,81.8697,311.5285388,0,
0.2673,11,0,0.05,10,82.8996,310.1369248,0,
0.2718,11,0,0.05,10,84.1479,309.5949227,0,
0.2763,11,0,0.05,10,85.1603,308.2167933,0,
0.2808,11,0,0.05,10,86.135,306.7485755,0,
0.2853,11,0,0.05,10,87.4698,306.5888538,0,
0.2898,11,0,0.05,10,88.517,305.4416839,0,
0.2943,11,0,0.05,10,89.6745,304.7043833,0,
0.2988,11,0,0.05,10,90.7316,303.6532798,0,
0.3033,11,0,0.05,10,91.7677,302.5641279,0,
0,11,0,0.05,100,0.5216,0,0,
0.002,11,0,0.05,100,2.3688,1184.4,1,
0.0065,11,0,0.05,100,4.0165,617.9230769,1,
0.011,11,0,0.05,100,5.1646,469.5090909,0,
0.0155,11,0,0.05,100,6.4989,419.283871,0,
0.02,11,0,0.05,100,8.103,405.15,0,
0.0245,11,0,0.05,100,9.8848,403.4612245,0,
0.029,11,0,0.05,100,11.2712,388.662069,0,
0.0335,11,0,0.05,100,12.3831,369.6447761,0,
0.038,11,0,0.05,100,14.2869,375.9710526,0,
0.0425,11,0,0.05,100,15.9425,375.1176471,0,
0.047,11,0,0.05,100,16.9106,359.8,0,
0.0515,11,0,0.05,100,18.7648,364.3650485,0,
0.056,11,0,0.05,100,19.9605,356.4375,0,
0.0605,11,0,0.05,100,21.1872,350.2016529,0,
0.0649,11,0,0.05,100,22.7003,349.7734977,0,
0.0694,11,0,0.05,100,24.6814,355.6397695,0,
0.0739,11,0,0.05,100,26.4415,357.8010825,0,
0.0784,11,0,0.05,100,27.46,350.255102,0,
0.0829,11,0,0.05,100,29.0112,349.9541616,0,
0.0874,11,0,0.05,100,30.521,349.2105263,0,
0.0919,11,0,0.05,100,31.766,345.6583243,0,
0.0964,11,0,0.05,100,33.3699,346.1607884,0,
0.1009,11,0,0.05,100,34.7328,344.2299306,0,
0.1054,11,0,0.05,100,36.3683,345.0502846,0,
0.1099,11,0,0.05,100,37.3962,340.2747953,0,
0.1144,11,0,0.05,100,39.0404,341.2622378,0,
0.1189,11,0,0.05,100,40.5385,340.9461733,0,
0.2133,11,0,0.05,100,67.894,318.3028598,0,
0.2178,11,0,0.05,100,69.6448,319.7649219,0,
0.2223,11,0,0.05,100,70.7476,318.2528115,0,
0.2268,11,0,0.05,100,72.0793,317.8099647,0,
0.2313,11,0,0.05,100,72.8085,314.7795071,0,
0.2358,11,0,0.05,100,74.2734,314.9847328,0,
0.2403,11,0,0.05,100,75.3882,313.7253433,0,
0.2448,11,0,0.05,100,76.445,312.2753268,0,
0.2493,11,0,0.05,100,77.7585,311.9073406,0,
0.2538,11,0,0.05,100,79.1121,311.7104019,0,
0.2583,11,0,0.05,100,80.5152,311.7119628,0,
0.2628,11,0,0.05,100,81.0018,308.2260274,0,
0.2673,11,0,0.05,100,82.5447,308.8092031,0,
0.2718,11,0,0.05,100,83.4616,307.0699043,0,
0.2763,11,0,0.05,100,84.4758,305.7394137,0,
0.2808,11,0,0.05,100,85.4731,304.3913818,0,
0.2853,11,0,0.05,100,86.5915,303.51034,0,
0.2898,11,0,0.05,100,87.6812,302.5576259,0,
0.2943,11,0,0.05,100,88.5774,300.9765545,0,
0.2988,11,0,0.05,100,89.9334,300.9819277,0,
0.3033,11,0,0.05,100,90.9598,299.9004286,0,
0,11,0,0.05,300,0.1578,0,0,
0.002,11,0,0.05,300,3.0863,1543.15,1,
0.0065,11,0,0.05,300,3.6691,564.4769231,0,
0.011,11,0,0.05,300,5.0014,454.6727273,0,
0.0155,11,0,0.05,300,6.7441,435.1032258,0,
0.02,11,0,0.05,300,8.4999,424.995,0,
0.0245,11,0,0.05,300,10.157,414.5714286,0,
0.029,11,0,0.05,300,11.5266,397.4689655,0,
0.0335,11,0,0.05,300,13.2288,394.8895522,0,
0.038,11,0,0.05,300,13.7389,361.55,0,
0.0425,11,0,0.05,300,15.4061,362.4964706,0,
0.0469,11,0,0.05,300,16.5977,353.8955224,0,
0.0514,11,0,0.05,300,18.3483,356.9708171,0,
0.0559,11,0,0.05,300,19.6946,352.3184258,0,
0.0604,11,0,0.05,300,21.6631,358.660596,0,
0.0649,11,0,0.05,300,22.8442,351.990755,0,
0.0694,11,0,0.05,300,24.6488,355.1700288,0,
0.0739,11,0,0.05,300,25.8568,349.8890392,0,
0.0784,11,0,0.05,300,26.9806,344.1403061,0,
0.0829,11,0,0.05,300,28.5931,344.9107358,0,
0.0874,11,0,0.05,300,30.0575,343.9073227,0,
0.2402,11,0,0.05,300,74.5033,310.17194,0,
0.2447,11,0,0.05,300,75.5146,308.6007356,0,
0.2492,11,0,0.05,300,76.7407,307.9482343,0,
0.2537,11,0,0.05,300,77.146,304.0835633,0,
0.2582,11,0,0.05,300,78.4187,303.7130132,0,
0.2627,11,0,0.05,300,79.6169,303.0715645,0,
0.2672,11,0,0.05,300,80.8773,302.684506,0,
0.2717,11,0,0.05,300,82.0205,301.8789106,0,
0.2762,11,0,0.05,300,83.3604,301.8117306,0,
0.2807,11,0,0.05,300,84.1893,299.9262558,0,
0.2852,11,0,0.05,300,85.3071,299.1132539,0,
0.2897,11,0,0.05,300,86.4787,298.5112185,0,
0.2942,11,0,0.05,300,87.6735,298.0064582,0,
0.2987,11,0,0.05,300,88.5865,296.5734851,0,
0.3032,11,0,0.05,300,89.4432,294.9973615,0,
0,11,0,0.05,600,0.1361,0,0,
0.002,11,0,0.05,600,3.0789,1539.45,1,
0.0065,11,0,0.05,600,4.4274,681.1384615,1,
0.011,11,0,0.05,600,5.1167,465.1545455,0,
0.0155,11,0,0.05,600,6.5619,423.3483871,0,
0.02,11,0,0.05,600,8.5977,429.885,0,
0.0245,11,0,0.05,600,9.0416,369.044898,0,
0.029,11,0,0.05,600,10.0541,346.6931034,0,
0.0334,11,0,0.05,600,12.4025,371.3323353,0,
0.0379,11,0,0.05,600,13.2253,348.9525066,0,
0.0424,11,0,0.05,600,15.0042,353.8726415,0,
0.0469,11,0,0.05,600,16.5283,352.4157783,0,
0.0514,11,0,0.05,600,17.3672,337.8832685,0,
0.0559,11,0,0.05,600,19.2706,344.7334526,0,
0.0604,11,0,0.05,600,21.7494,360.089404,0,
0.0649,11,0,0.05,600,21.88,337.1340524,0,
0.0694,11,0,0.05,600,23.7704,342.5129683,0,
0.0739,11,0,0.05,600,24.7349,334.7077131,0,
0.0784,11,0,0.05,600,26.0895,332.7742347,0,
0.0829,11,0,0.05,600,27.961,337.2858866,0,
0.0874,11,0,0.05,600,29.3929,336.3032037,0,
0.0919,11,0,0.05,600,30.3778,330.5527748,0,
0.2401,11,0,0.05,600,72.2802,301.0420658,0,
0.2446,11,0,0.05,600,73.1832,299.1954211,0,
0.2491,11,0,0.05,600,73.9763,296.9743075,0,
0.2536,11,0,0.05,600,76.3475,301.0548107,0,
0.2581,11,0,0.05,600,77.1158,298.7826424,0,
0.2626,11,0,0.05,600,77.5229,295.2128713,0,
0.2671,11,0,0.05,600,78.6817,294.5776863,0,
0.2716,11,0,0.05,600,79.9877,294.5055228,0,
0.2761,11,0,0.05,600,81.058,293.5820355,0,
0.2806,11,0,0.05,600,82.2587,293.1528867,0,
0.2851,11,0,0.05,600,83.4591,292.7362329,0,
0.2895,11,0,0.05,600,84.0519,290.334715,0,
0.294,11,0,0.05,600,85.2157,289.8493197,0,
0.2985,11,0,0.05,600,86.5535,289.961474,0,
0.303,11,0,0.05,600,87.0113,287.1660066,0,
0,11,0,0.05,1200,1.2067,0,0,
0.002,11,0,0.05,1200,2.4585,1229.25,1,
0.0065,11,0,0.05,1200,4.0239,619.0615385,1,
0.011,11,0,0.05,1200,5.7809,525.5363636,0,
0.0155,11,0,0.05,1200,6.886,444.2580645,0,
0.0199,11,0,0.05,1200,8.4293,423.5829146,0,
0.0244,11,0,0.05,1200,9.1593,375.3811475,0,
0.0289,11,0,0.05,1200,10.3862,359.384083,0,
0.0334,11,0,0.05,1200,12.0915,362.0209581,0,
0.0379,11,0,0.05,1200,13.5727,358.1187335,0,
0.0424,11,0,0.05,1200,15.7805,372.1816038,0,
0.0469,11,0,0.05,1200,16.6775,355.5970149,0,
0.0514,11,0,0.05,1200,17.5567,341.5700389,0,
0.0559,11,0,0.05,1200,19.0687,341.1216458,0,
0.0603,11,0,0.05,1200,20.7805,344.6185738,0,
0.0648,11,0,0.05,1200,20.444,315.4938272,0,
0.0693,11,0,0.05,1200,23.0128,332.0750361,0,
0.0738,11,0,0.05,1200,24.1995,327.9065041,0,
0.0783,11,0,0.05,1200,25.2399,322.348659,0,
0.0828,11,0,0.05,1200,26.8745,324.571256,0,
0.0873,11,0,0.05,1200,27.602,316.1741123,0,
0.0918,11,0,0.05,1200,30.0055,326.8572985,0,
0.0963,11,0,0.05,1200,30.8101,319.9387331,0,
0.1007,11,0,0.05,1200,31.8235,316.0228401,0,
0.1052,11,0,0.05,1200,32.7621,311.4268061,0,
0.2982,11,0,0.05,1200,81.8785,274.5757881,0,
0.3027,11,0,0.05,1200,82.6053,272.8949455,0,
0,11,0,0.02,1,0.1668,0,0,
0.0008,11,0,0.02,1,0.7584,948,1,
0.0026,11,0,0.02,1,1.4015,539.0384615,0,
0.0044,11,0,0.02,1,2.0187,458.7954545,0,
0.0062,11,0,0.02,1,2.596,418.7096774,0,
0.008,11,0,0.02,1,3.2203,402.5375,0,
